Source,Target,Weight
0,25,9.5
0,33,9.3
0,101,10.1
0,122,9.2
0,216,9.2
0,261,9.4
0,282,8.8
0,335,10.0
0,587,9.1
0,693,8.9
0,1364,9.0
0,1488,8.9
0,1983,9.2
0,2370,9.3
0,2878,9.1
0,3115,8.9
0,3906,10.0
0,4364,10.0
1,25,9.5
1,33,9.3
1,101,10.1
1,122,9.2
1,216,9.2
1,261,9.4
1,282,8.8
1,335,10.0
1,587,9.1
1,693,8.9
1,1364,9.0
1,1488,8.9
1,1983,9.2
1,2370,9.3
1,2878,9.1
1,3115,8.9
1,3906,10.0
1,4364,10.0
2,25,9.5
2,33,9.3
2,101,10.1
2,122,9.2
2,216,9.2
2,261,9.4
2,282,8.8
2,335,10.0
2,587,9.1
2,693,8.9
2,1364,9.0
2,1488,8.9
2,1983,9.2
2,2370,9.3
2,2878,9.1
2,3115,8.9
2,3906,10.0
2,4364,10.0
3,25,9.5
3,33,9.3
3,101,10.1
3,122,9.2
3,216,9.2
3,261,9.4
3,282,8.8
3,335,10.0
3,587,9.1
3,693,8.9
3,1364,9.0
3,1488,8.9
3,1983,9.2
3,2370,9.3
3,2878,9.1
3,3115,8.9
3,3906,10.0
3,4364,10.0
4,25,9.5
4,33,9.3
4,101,10.1
4,122,9.2
4,216,9.2
4,261,9.4
4,282,8.8
4,335,10.0
4,587,9.1
4,693,8.9
4,1364,9.0
4,1488,8.9
4,1983,9.2
4,2370,9.3
4,2878,9.1
4,3115,8.9
4,3906,10.0
4,4364,10.0
5,25,9.5
5,33,9.3
5,101,10.1
5,122,9.2
5,216,9.2
5,261,9.4
5,282,8.8
5,335,10.0
5,587,9.1
5,693,8.9
5,1364,9.0
5,1488,8.9
5,1983,9.2
5,2370,9.3
5,2878,9.1
5,3115,8.9
5,3906,10.0
5,4364,10.0
6,25,9.5
6,33,9.3
6,101,10.1
6,122,9.2
6,216,9.2
6,261,9.4
6,282,8.8
6,335,10.0
6,587,9.1
6,693,8.9
6,1364,9.0
6,1488,8.9
6,1983,9.2
6,2370,9.3
6,2878,9.1
6,3115,8.9
6,3906,10.0
6,4364,10.0
7,25,9.5
7,33,9.3
7,101,10.1
7,122,9.2
7,216,9.2
7,261,9.4
7,282,8.8
7,335,10.0
7,587,9.1
7,693,8.9
7,1364,9.0
7,1488,8.9
7,1983,9.2
7,2370,9.3
7,2878,9.1
7,3115,8.9
7,3906,10.0
7,4364,10.0
8,25,9.5
8,33,9.3
8,101,10.1
8,122,9.2
8,216,9.2
8,261,9.4
8,282,8.8
8,335,10.0
8,587,9.1
8,693,8.9
8,1364,9.0
8,1488,8.9
8,1983,9.2
8,2370,9.3
8,2878,9.1
8,3115,8.9
8,3906,10.0
8,4364,10.0
9,25,9.5
9,33,9.3
9,101,10.1
9,122,9.2
9,216,9.2
9,261,9.4
9,282,8.8
9,335,10.0
9,587,9.1
9,693,8.9
9,1364,9.0
9,1488,8.9
9,1983,9.2
9,2370,9.3
9,2878,9.1
9,3115,8.9
9,3906,10.0
9,4364,10.0
10,25,9.5
10,33,9.3
10,101,10.1
10,122,9.2
10,216,9.2
10,261,9.4
10,282,8.8
10,335,10.0
10,587,9.1
10,693,8.9
10,1364,9.0
10,1488,8.9
10,1983,9.2
10,2370,9.3
10,2878,9.1
10,3115,8.9
10,3906,10.0
10,4364,10.0
11,25,9.5
11,33,9.3
11,101,10.1
11,122,9.2
11,216,9.2
11,261,9.4
11,282,8.8
11,335,10.0
11,587,9.1
11,693,8.9
11,1364,9.0
11,1488,8.9
11,1983,9.2
11,2370,9.3
11,2878,9.1
11,3115,8.9
11,3906,10.0
11,4364,10.0
12,25,9.5
12,33,9.3
12,101,10.1
12,122,9.2
12,216,9.2
12,261,9.4
12,282,8.8
12,335,10.0
12,587,9.1
12,693,8.9
12,1364,9.0
12,1488,8.9
12,1983,9.2
12,2370,9.3
12,2878,9.1
12,3115,8.9
12,3906,10.0
12,4364,10.0
13,25,9.5
13,33,9.3
13,101,10.1
13,122,9.2
13,216,9.2
13,261,9.4
13,282,8.8
13,335,10.0
13,587,9.1
13,693,8.9
13,1364,9.0
13,1488,8.9
13,1983,9.2
13,2370,9.3
13,2878,9.1
13,3115,8.9
13,3906,10.0
13,4364,10.0
14,25,9.5
14,33,9.3
14,101,10.1
14,122,9.2
14,216,9.2
14,261,9.4
14,282,8.8
14,335,10.0
14,587,9.1
14,693,8.9
14,1364,9.0
14,1488,8.9
14,1983,9.2
14,2370,9.3
14,2878,9.1
14,3115,8.9
14,3906,10.0
14,4364,10.0
15,25,9.5
15,33,9.3
15,101,10.1
15,122,9.2
15,216,9.2
15,261,9.4
15,282,8.8
15,335,10.0
15,587,9.1
15,693,8.9
15,1364,9.0
15,1488,8.9
15,1983,9.2
15,2370,9.3
15,2878,9.1
15,3115,8.9
15,3906,10.0
15,4364,10.0
16,25,9.5
16,33,9.3
16,101,10.1
16,122,9.2
16,216,9.2
16,261,9.4
16,282,8.8
16,335,10.0
16,587,9.1
16,693,8.9
16,1364,9.0
16,1488,8.9
16,1983,9.2
16,2370,9.3
16,2878,9.1
16,3115,8.9
16,3906,10.0
16,4364,10.0
17,25,9.5
17,33,9.3
17,101,10.1
17,122,9.2
17,216,9.2
17,261,9.4
17,282,8.8
17,335,10.0
17,587,9.1
17,693,8.9
17,1364,9.0
17,1488,8.9
17,1983,9.2
17,2370,9.3
17,2878,9.1
17,3115,8.9
17,3906,10.0
17,4364,10.0
18,25,9.5
18,33,9.3
18,101,10.1
18,122,9.2
18,216,9.2
18,261,9.4
18,282,8.8
18,335,10.0
18,587,9.1
18,693,8.9
18,1364,9.0
18,1488,8.9
18,1983,9.2
18,2370,9.3
18,2878,9.1
18,3115,8.9
18,3906,10.0
18,4364,10.0
19,25,9.5
19,33,9.3
19,101,10.1
19,122,9.2
19,216,9.2
19,261,9.4
19,282,8.8
19,335,10.0
19,587,9.1
19,693,8.9
19,1364,9.0
19,1488,8.9
19,1983,9.2
19,2370,9.3
19,2878,9.1
19,3115,8.9
19,3906,10.0
19,4364,10.0
20,25,9.5
20,33,9.3
20,101,10.1
20,122,9.2
20,216,9.2
20,261,9.4
20,282,8.8
20,335,10.0
20,587,9.1
20,693,8.9
20,1364,9.0
20,1488,8.9
20,1983,9.2
20,2370,9.3
20,2878,9.1
20,3115,8.9
20,3906,10.0
20,4364,10.0
21,25,9.5
21,33,9.3
21,101,10.1
21,122,9.2
21,216,9.2
21,261,9.4
21,282,8.8
21,335,10.0
21,587,9.1
21,693,8.9
21,1364,9.0
21,1488,8.9
21,1983,9.2
21,2370,9.3
21,2878,9.1
21,3115,8.9
21,3906,10.0
21,4364,10.0
22,25,9.5
22,33,9.3
22,101,10.1
22,122,9.2
22,216,9.2
22,261,9.4
22,282,8.8
22,335,10.0
22,587,9.1
22,693,8.9
22,1364,9.0
22,1488,8.9
22,1983,9.2
22,2370,9.3
22,2878,9.1
22,3115,8.9
22,3906,10.0
22,4364,10.0
23,25,9.5
23,33,9.3
23,101,10.1
23,122,9.2
23,216,9.2
23,261,9.4
23,282,8.8
23,335,10.0
23,587,9.1
23,693,8.9
23,1364,9.0
23,1488,8.9
23,1983,9.2
23,2370,9.3
23,2878,9.1
23,3115,8.9
23,3906,10.0
23,4364,10.0
24,25,9.5
24,33,9.3
24,101,10.1
24,122,9.2
24,216,9.2
24,261,9.4
24,282,8.8
24,335,10.0
24,587,9.1
24,693,8.9
24,1364,9.0
24,1488,8.9
24,1983,9.2
24,2370,9.3
24,2878,9.1
24,3115,8.9
24,3906,10.0
24,4364,10.0
25,25,9.5
25,33,9.3
25,101,10.1
25,122,9.2
25,216,9.2
25,261,9.4
25,282,8.8
25,335,10.0
25,587,9.1
25,693,8.9
25,1364,9.0
25,1488,8.9
25,1983,9.2
25,2370,9.3
25,2878,9.1
25,3115,8.9
25,3906,10.0
25,4364,10.0
26,25,9.5
26,33,9.3
26,101,10.1
26,122,9.2
26,216,9.2
26,261,9.4
26,282,8.8
26,335,10.0
26,587,9.1
26,693,8.9
26,1364,9.0
26,1488,8.9
26,1983,9.2
26,2370,9.3
26,2878,9.1
26,3115,8.9
26,3906,10.0
26,4364,10.0
27,25,9.5
27,33,9.3
27,101,10.1
27,122,9.2
27,216,9.2
27,261,9.4
27,282,8.8
27,335,10.0
27,587,9.1
27,693,8.9
27,1364,9.0
27,1488,8.9
27,1983,9.2
27,2370,9.3
27,2878,9.1
27,3115,8.9
27,3906,10.0
27,4364,10.0
28,25,9.5
28,33,9.3
28,101,10.1
28,122,9.2
28,216,9.2
28,261,9.4
28,282,8.8
28,335,10.0
28,587,9.1
28,693,8.9
28,1364,9.0
28,1488,8.9
28,1983,9.2
28,2370,9.3
28,2878,9.1
28,3115,8.9
28,3906,10.0
28,4364,10.0
29,25,9.5
29,33,9.3
29,101,10.1
29,122,9.2
29,216,9.2
29,261,9.4
29,282,8.8
29,335,10.0
29,587,9.1
29,693,8.9
29,1364,9.0
29,1488,8.9
29,1983,9.2
29,2370,9.3
29,2878,9.1
29,3115,8.9
29,3906,10.0
29,4364,10.0
30,25,9.5
30,33,9.3
30,101,10.1
30,122,9.2
30,216,9.2
30,261,9.4
30,282,8.8
30,335,10.0
30,587,9.1
30,693,8.9
30,1364,9.0
30,1488,8.9
30,1983,9.2
30,2370,9.3
30,2878,9.1
30,3115,8.9
30,3906,10.0
30,4364,10.0
31,25,9.5
31,33,9.3
31,101,10.1
31,122,9.2
31,216,9.2
31,261,9.4
31,282,8.8
31,335,10.0
31,587,9.1
31,693,8.9
31,1364,9.0
31,1488,8.9
31,1983,9.2
31,2370,9.3
31,2878,9.1
31,3115,8.9
31,3906,10.0
31,4364,10.0
32,25,9.5
32,33,9.3
32,101,10.1
32,122,9.2
32,216,9.2
32,261,9.4
32,282,8.8
32,335,10.0
32,587,9.1
32,693,8.9
32,1364,9.0
32,1488,8.9
32,1983,9.2
32,2370,9.3
32,2878,9.1
32,3115,8.9
32,3906,10.0
32,4364,10.0
33,25,9.5
33,33,9.3
33,101,10.1
33,122,9.2
33,216,9.2
33,261,9.4
33,282,8.8
33,335,10.0
33,587,9.1
33,693,8.9
33,1364,9.0
33,1488,8.9
33,1983,9.2
33,2370,9.3
33,2878,9.1
33,3115,8.9
33,3906,10.0
33,4364,10.0
34,25,9.5
34,33,9.3
34,101,10.1
34,122,9.2
34,216,9.2
34,261,9.4
34,282,8.8
34,335,10.0
34,587,9.1
34,693,8.9
34,1364,9.0
34,1488,8.9
34,1983,9.2
34,2370,9.3
34,2878,9.1
34,3115,8.9
34,3906,10.0
34,4364,10.0
35,25,9.5
35,33,9.3
35,101,10.1
35,122,9.2
35,216,9.2
35,261,9.4
35,282,8.8
35,335,10.0
35,587,9.1
35,693,8.9
35,1364,9.0
35,1488,8.9
35,1983,9.2
35,2370,9.3
35,2878,9.1
35,3115,8.9
35,3906,10.0
35,4364,10.0
36,25,9.5
36,33,9.3
36,101,10.1
36,122,9.2
36,216,9.2
36,261,9.4
36,282,8.8
36,335,10.0
36,587,9.1
36,693,8.9
36,1364,9.0
36,1488,8.9
36,1983,9.2
36,2370,9.3
36,2878,9.1
36,3115,8.9
36,3906,10.0
36,4364,10.0
37,25,9.5
37,33,9.3
37,101,10.1
37,122,9.2
37,216,9.2
37,261,9.4
37,282,8.8
37,335,10.0
37,587,9.1
37,693,8.9
37,1364,9.0
37,1488,8.9
37,1983,9.2
37,2370,9.3
37,2878,9.1
37,3115,8.9
37,3906,10.0
37,4364,10.0
38,25,9.5
38,33,9.3
38,101,10.1
38,122,9.2
38,216,9.2
38,261,9.4
38,282,8.8
38,335,10.0
38,587,9.1
38,693,8.9
38,1364,9.0
38,1488,8.9
38,1983,9.2
38,2370,9.3
38,2878,9.1
38,3115,8.9
38,3906,10.0
38,4364,10.0
39,25,9.5
39,33,9.3
39,101,10.1
39,122,9.2
39,216,9.2
39,261,9.4
39,282,8.8
39,335,10.0
39,587,9.1
39,693,8.9
39,1364,9.0
39,1488,8.9
39,1983,9.2
39,2370,9.3
39,2878,9.1
39,3115,8.9
39,3906,10.0
39,4364,10.0
40,25,9.5
40,33,9.3
40,101,10.1
40,122,9.2
40,216,9.2
40,261,9.4
40,282,8.8
40,335,10.0
40,587,9.1
40,693,8.9
40,1364,9.0
40,1488,8.9
40,1983,9.2
40,2370,9.3
40,2878,9.1
40,3115,8.9
40,3906,10.0
40,4364,10.0
41,25,9.5
41,33,9.3
41,101,10.1
41,122,9.2
41,216,9.2
41,261,9.4
41,282,8.8
41,335,10.0
41,587,9.1
41,693,8.9
41,1364,9.0
41,1488,8.9
41,1983,9.2
41,2370,9.3
41,2878,9.1
41,3115,8.9
41,3906,10.0
41,4364,10.0
42,25,9.5
42,33,9.3
42,101,10.1
42,122,9.2
42,216,9.2
42,261,9.4
42,282,8.8
42,335,10.0
42,587,9.1
42,693,8.9
42,1364,9.0
42,1488,8.9
42,1983,9.2
42,2370,9.3
42,2878,9.1
42,3115,8.9
42,3906,10.0
42,4364,10.0
43,25,9.5
43,33,9.3
43,101,10.1
43,122,9.2
43,216,9.2
43,261,9.4
43,282,8.8
43,335,10.0
43,587,9.1
43,693,8.9
43,1364,9.0
43,1488,8.9
43,1983,9.2
43,2370,9.3
43,2878,9.1
43,3115,8.9
43,3906,10.0
43,4364,10.0
44,25,9.5
44,33,9.3
44,101,10.1
44,122,9.2
44,216,9.2
44,261,9.4
44,282,8.8
44,335,10.0
44,587,9.1
44,693,8.9
44,1364,9.0
44,1488,8.9
44,1983,9.2
44,2370,9.3
44,2878,9.1
44,3115,8.9
44,3906,10.0
44,4364,10.0
45,25,9.5
45,33,9.3
45,101,10.1
45,122,9.2
45,216,9.2
45,261,9.4
45,282,8.8
45,335,10.0
45,587,9.1
45,693,8.9
45,1364,9.0
45,1488,8.9
45,1983,9.2
45,2370,9.3
45,2878,9.1
45,3115,8.9
45,3906,10.0
45,4364,10.0
46,25,9.5
46,33,9.3
46,101,10.1
46,122,9.2
46,216,9.2
46,261,9.4
46,282,8.8
46,335,10.0
46,587,9.1
46,693,8.9
46,1364,9.0
46,1488,8.9
46,1983,9.2
46,2370,9.3
46,2878,9.1
46,3115,8.9
46,3906,10.0
46,4364,10.0
47,25,9.5
47,33,9.3
47,101,10.1
47,122,9.2
47,216,9.2
47,261,9.4
47,282,8.8
47,335,10.0
47,587,9.1
47,693,8.9
47,1364,9.0
47,1488,8.9
47,1983,9.2
47,2370,9.3
47,2878,9.1
47,3115,8.9
47,3906,10.0
47,4364,10.0
48,25,9.5
48,33,9.3
48,101,10.1
48,122,9.2
48,216,9.2
48,261,9.4
48,282,8.8
48,335,10.0
48,587,9.1
48,693,8.9
48,1364,9.0
48,1488,8.9
48,1983,9.2
48,2370,9.3
48,2878,9.1
48,3115,8.9
48,3906,10.0
48,4364,10.0
49,25,9.5
49,33,9.3
49,101,10.1
49,122,9.2
49,216,9.2
49,261,9.4
49,282,8.8
49,335,10.0
49,587,9.1
49,693,8.9
49,1364,9.0
49,1488,8.9
49,1983,9.2
49,2370,9.3
49,2878,9.1
49,3115,8.9
49,3906,10.0
49,4364,10.0
50,25,9.5
50,33,9.3
50,101,10.1
50,122,9.2
50,216,9.2
50,261,9.4
50,282,8.8
50,335,10.0
50,587,9.1
50,693,8.9
50,1364,9.0
50,1488,8.9
50,1983,9.2
50,2370,9.3
50,2878,9.1
50,3115,8.9
50,3906,10.0
50,4364,10.0
51,25,9.5
51,33,9.3
51,101,10.1
51,122,9.2
51,216,9.2
51,261,9.4
51,282,8.8
51,335,10.0
51,587,9.1
51,693,8.9
51,1364,9.0
51,1488,8.9
51,1983,9.2
51,2370,9.3
51,2878,9.1
51,3115,8.9
51,3906,10.0
51,4364,10.0
52,25,9.5
52,33,9.3
52,101,10.1
52,122,9.2
52,216,9.2
52,261,9.4
52,282,8.8
52,335,10.0
52,587,9.1
52,693,8.9
52,1364,9.0
52,1488,8.9
52,1983,9.2
52,2370,9.3
52,2878,9.1
52,3115,8.9
52,3906,10.0
52,4364,10.0
53,25,9.5
53,33,9.3
53,101,10.1
53,122,9.2
53,216,9.2
53,261,9.4
53,282,8.8
53,335,10.0
53,587,9.1
53,693,8.9
53,1364,9.0
53,1488,8.9
53,1983,9.2
53,2370,9.3
53,2878,9.1
53,3115,8.9
53,3906,10.0
53,4364,10.0
54,25,9.5
54,33,9.3
54,101,10.1
54,122,9.2
54,216,9.2
54,261,9.4
54,282,8.8
54,335,10.0
54,587,9.1
54,693,8.9
54,1364,9.0
54,1488,8.9
54,1983,9.2
54,2370,9.3
54,2878,9.1
54,3115,8.9
54,3906,10.0
54,4364,10.0
55,25,9.5
55,33,9.3
55,101,10.1
55,122,9.2
55,216,9.2
55,261,9.4
55,282,8.8
55,335,10.0
55,587,9.1
55,693,8.9
55,1364,9.0
55,1488,8.9
55,1983,9.2
55,2370,9.3
55,2878,9.1
55,3115,8.9
55,3906,10.0
55,4364,10.0
56,25,9.5
56,33,9.3
56,101,10.1
56,122,9.2
56,216,9.2
56,261,9.4
56,282,8.8
56,335,10.0
56,587,9.1
56,693,8.9
56,1364,9.0
56,1488,8.9
56,1983,9.2
56,2370,9.3
56,2878,9.1
56,3115,8.9
56,3906,10.0
56,4364,10.0
57,25,9.5
57,33,9.3
57,101,10.1
57,122,9.2
57,216,9.2
57,261,9.4
57,282,8.8
57,335,10.0
57,587,9.1
57,693,8.9
57,1364,9.0
57,1488,8.9
57,1983,9.2
57,2370,9.3
57,2878,9.1
57,3115,8.9
57,3906,10.0
57,4364,10.0
58,25,9.5
58,33,9.3
58,101,10.1
58,122,9.2
58,216,9.2
58,261,9.4
58,282,8.8
58,335,10.0
58,587,9.1
58,693,8.9
58,1364,9.0
58,1488,8.9
58,1983,9.2
58,2370,9.3
58,2878,9.1
58,3115,8.9
58,3906,10.0
58,4364,10.0
59,25,9.5
59,33,9.3
59,101,10.1
59,122,9.2
59,216,9.2
59,261,9.4
59,282,8.8
59,335,10.0
59,587,9.1
59,693,8.9
59,1364,9.0
59,1488,8.9
59,1983,9.2
59,2370,9.3
59,2878,9.1
59,3115,8.9
59,3906,10.0
59,4364,10.0
60,25,9.5
60,33,9.3
60,101,10.1
60,122,9.2
60,216,9.2
60,261,9.4
60,282,8.8
60,335,10.0
60,587,9.1
60,693,8.9
60,1364,9.0
60,1488,8.9
60,1983,9.2
60,2370,9.3
60,2878,9.1
60,3115,8.9
60,3906,10.0
60,4364,10.0
61,25,9.5
61,33,9.3
61,101,10.1
61,122,9.2
61,216,9.2
61,261,9.4
61,282,8.8
61,335,10.0
61,587,9.1
61,693,8.9
61,1364,9.0
61,1488,8.9
61,1983,9.2
61,2370,9.3
61,2878,9.1
61,3115,8.9
61,3906,10.0
61,4364,10.0
62,25,9.5
62,33,9.3
62,101,10.1
62,122,9.2
62,216,9.2
62,261,9.4
62,282,8.8
62,335,10.0
62,587,9.1
62,693,8.9
62,1364,9.0
62,1488,8.9
62,1983,9.2
62,2370,9.3
62,2878,9.1
62,3115,8.9
62,3906,10.0
62,4364,10.0
63,25,9.5
63,33,9.3
63,101,10.1
63,122,9.2
63,216,9.2
63,261,9.4
63,282,8.8
63,335,10.0
63,587,9.1
63,693,8.9
63,1364,9.0
63,1488,8.9
63,1983,9.2
63,2370,9.3
63,2878,9.1
63,3115,8.9
63,3906,10.0
63,4364,10.0
64,25,9.5
64,33,9.3
64,101,10.1
64,122,9.2
64,216,9.2
64,261,9.4
64,282,8.8
64,335,10.0
64,587,9.1
64,693,8.9
64,1364,9.0
64,1488,8.9
64,1983,9.2
64,2370,9.3
64,2878,9.1
64,3115,8.9
64,3906,10.0
64,4364,10.0
65,25,9.5
65,33,9.3
65,101,10.1
65,122,9.2
65,216,9.2
65,261,9.4
65,282,8.8
65,335,10.0
65,587,9.1
65,693,8.9
65,1364,9.0
65,1488,8.9
65,1983,9.2
65,2370,9.3
65,2878,9.1
65,3115,8.9
65,3906,10.0
65,4364,10.0
66,25,9.5
66,33,9.3
66,101,10.1
66,122,9.2
66,216,9.2
66,261,9.4
66,282,8.8
66,335,10.0
66,587,9.1
66,693,8.9
66,1364,9.0
66,1488,8.9
66,1983,9.2
66,2370,9.3
66,2878,9.1
66,3115,8.9
66,3906,10.0
66,4364,10.0
67,25,9.5
67,33,9.3
67,101,10.1
67,122,9.2
67,216,9.2
67,261,9.4
67,282,8.8
67,335,10.0
67,587,9.1
67,693,8.9
67,1364,9.0
67,1488,8.9
67,1983,9.2
67,2370,9.3
67,2878,9.1
67,3115,8.9
67,3906,10.0
67,4364,10.0
68,25,9.5
68,33,9.3
68,101,10.1
68,122,9.2
68,216,9.2
68,261,9.4
68,282,8.8
68,335,10.0
68,587,9.1
68,693,8.9
68,1364,9.0
68,1488,8.9
68,1983,9.2
68,2370,9.3
68,2878,9.1
68,3115,8.9
68,3906,10.0
68,4364,10.0
69,25,9.5
69,33,9.3
69,101,10.1
69,122,9.2
69,216,9.2
69,261,9.4
69,282,8.8
69,335,10.0
69,587,9.1
69,693,8.9
69,1364,9.0
69,1488,8.9
69,1983,9.2
69,2370,9.3
69,2878,9.1
69,3115,8.9
69,3906,10.0
69,4364,10.0
70,25,9.5
70,33,9.3
70,101,10.1
70,122,9.2
70,216,9.2
70,261,9.4
70,282,8.8
70,335,10.0
70,587,9.1
70,693,8.9
70,1364,9.0
70,1488,8.9
70,1983,9.2
70,2370,9.3
70,2878,9.1
70,3115,8.9
70,3906,10.0
70,4364,10.0
71,25,9.5
71,33,9.3
71,101,10.1
71,122,9.2
71,216,9.2
71,261,9.4
71,282,8.8
71,335,10.0
71,587,9.1
71,693,8.9
71,1364,9.0
71,1488,8.9
71,1983,9.2
71,2370,9.3
71,2878,9.1
71,3115,8.9
71,3906,10.0
71,4364,10.0
72,25,9.5
72,33,9.3
72,101,10.1
72,122,9.2
72,216,9.2
72,261,9.4
72,282,8.8
72,335,10.0
72,587,9.1
72,693,8.9
72,1364,9.0
72,1488,8.9
72,1983,9.2
72,2370,9.3
72,2878,9.1
72,3115,8.9
72,3906,10.0
72,4364,10.0
73,25,9.5
73,33,9.3
73,101,10.1
73,122,9.2
73,216,9.2
73,261,9.4
73,282,8.8
73,335,10.0
73,587,9.1
73,693,8.9
73,1364,9.0
73,1488,8.9
73,1983,9.2
73,2370,9.3
73,2878,9.1
73,3115,8.9
73,3906,10.0
73,4364,10.0
74,25,9.5
74,33,9.3
74,101,10.1
74,122,9.2
74,216,9.2
74,261,9.4
74,282,8.8
74,335,10.0
74,587,9.1
74,693,8.9
74,1364,9.0
74,1488,8.9
74,1983,9.2
74,2370,9.3
74,2878,9.1
74,3115,8.9
74,3906,10.0
74,4364,10.0
75,25,9.5
75,33,9.3
75,101,10.1
75,122,9.2
75,216,9.2
75,261,9.4
75,282,8.8
75,335,10.0
75,587,9.1
75,693,8.9
75,1364,9.0
75,1488,8.9
75,1983,9.2
75,2370,9.3
75,2878,9.1
75,3115,8.9
75,3906,10.0
75,4364,10.0
76,25,9.5
76,33,9.3
76,101,10.1
76,122,9.2
76,216,9.2
76,261,9.4
76,282,8.8
76,335,10.0
76,587,9.1
76,693,8.9
76,1364,9.0
76,1488,8.9
76,1983,9.2
76,2370,9.3
76,2878,9.1
76,3115,8.9
76,3906,10.0
76,4364,10.0
77,25,9.5
77,33,9.3
77,101,10.1
77,122,9.2
77,216,9.2
77,261,9.4
77,282,8.8
77,335,10.0
77,587,9.1
77,693,8.9
77,1364,9.0
77,1488,8.9
77,1983,9.2
77,2370,9.3
77,2878,9.1
77,3115,8.9
77,3906,10.0
77,4364,10.0
78,25,9.5
78,33,9.3
78,101,10.1
78,122,9.2
78,216,9.2
78,261,9.4
78,282,8.8
78,335,10.0
78,587,9.1
78,693,8.9
78,1364,9.0
78,1488,8.9
78,1983,9.2
78,2370,9.3
78,2878,9.1
78,3115,8.9
78,3906,10.0
78,4364,10.0
79,25,9.5
79,33,9.3
79,101,10.1
79,122,9.2
79,216,9.2
79,261,9.4
79,282,8.8
79,335,10.0
79,587,9.1
79,693,8.9
79,1364,9.0
79,1488,8.9
79,1983,9.2
79,2370,9.3
79,2878,9.1
79,3115,8.9
79,3906,10.0
79,4364,10.0
80,25,9.5
80,33,9.3
80,101,10.1
80,122,9.2
80,216,9.2
80,261,9.4
80,282,8.8
80,335,10.0
80,587,9.1
80,693,8.9
80,1364,9.0
80,1488,8.9
80,1983,9.2
80,2370,9.3
80,2878,9.1
80,3115,8.9
80,3906,10.0
80,4364,10.0
81,25,9.5
81,33,9.3
81,101,10.1
81,122,9.2
81,216,9.2
81,261,9.4
81,282,8.8
81,335,10.0
81,587,9.1
81,693,8.9
81,1364,9.0
81,1488,8.9
81,1983,9.2
81,2370,9.3
81,2878,9.1
81,3115,8.9
81,3906,10.0
81,4364,10.0
82,25,9.5
82,33,9.3
82,101,10.1
82,122,9.2
82,216,9.2
82,261,9.4
82,282,8.8
82,335,10.0
82,587,9.1
82,693,8.9
82,1364,9.0
82,1488,8.9
82,1983,9.2
82,2370,9.3
82,2878,9.1
82,3115,8.9
82,3906,10.0
82,4364,10.0
83,25,9.5
83,33,9.3
83,101,10.1
83,122,9.2
83,216,9.2
83,261,9.4
83,282,8.8
83,335,10.0
83,587,9.1
83,693,8.9
83,1364,9.0
83,1488,8.9
83,1983,9.2
83,2370,9.3
83,2878,9.1
83,3115,8.9
83,3906,10.0
83,4364,10.0
84,25,9.5
84,33,9.3
84,101,10.1
84,122,9.2
84,216,9.2
84,261,9.4
84,282,8.8
84,335,10.0
84,587,9.1
84,693,8.9
84,1364,9.0
84,1488,8.9
84,1983,9.2
84,2370,9.3
84,2878,9.1
84,3115,8.9
84,3906,10.0
84,4364,10.0
85,25,9.5
85,33,9.3
85,101,10.1
85,122,9.2
85,216,9.2
85,261,9.4
85,282,8.8
85,335,10.0
85,587,9.1
85,693,8.9
85,1364,9.0
85,1488,8.9
85,1983,9.2
85,2370,9.3
85,2878,9.1
85,3115,8.9
85,3906,10.0
85,4364,10.0
86,25,9.5
86,33,9.3
86,101,10.1
86,122,9.2
86,216,9.2
86,261,9.4
86,282,8.8
86,335,10.0
86,587,9.1
86,693,8.9
86,1364,9.0
86,1488,8.9
86,1983,9.2
86,2370,9.3
86,2878,9.1
86,3115,8.9
86,3906,10.0
86,4364,10.0
87,25,9.5
87,33,9.3
87,101,10.1
87,122,9.2
87,216,9.2
87,261,9.4
87,282,8.8
87,335,10.0
87,587,9.1
87,693,8.9
87,1364,9.0
87,1488,8.9
87,1983,9.2
87,2370,9.3
87,2878,9.1
87,3115,8.9
87,3906,10.0
87,4364,10.0
88,25,9.5
88,33,9.3
88,101,10.1
88,122,9.2
88,216,9.2
88,261,9.4
88,282,8.8
88,335,10.0
88,587,9.1
88,693,8.9
88,1364,9.0
88,1488,8.9
88,1983,9.2
88,2370,9.3
88,2878,9.1
88,3115,8.9
88,3906,10.0
88,4364,10.0
89,25,9.5
89,33,9.3
89,101,10.1
89,122,9.2
89,216,9.2
89,261,9.4
89,282,8.8
89,335,10.0
89,587,9.1
89,693,8.9
89,1364,9.0
89,1488,8.9
89,1983,9.2
89,2370,9.3
89,2878,9.1
89,3115,8.9
89,3906,10.0
89,4364,10.0
90,25,9.5
90,33,9.3
90,101,10.1
90,122,9.2
90,216,9.2
90,261,9.4
90,282,8.8
90,335,10.0
90,587,9.1
90,693,8.9
90,1364,9.0
90,1488,8.9
90,1983,9.2
90,2370,9.3
90,2878,9.1
90,3115,8.9
90,3906,10.0
90,4364,10.0
91,25,9.5
91,33,9.3
91,101,10.1
91,122,9.2
91,216,9.2
91,261,9.4
91,282,8.8
91,335,10.0
91,587,9.1
91,693,8.9
91,1364,9.0
91,1488,8.9
91,1983,9.2
91,2370,9.3
91,2878,9.1
91,3115,8.9
91,3906,10.0
91,4364,10.0
